[4, 6, 1, 5, 8, 10, 9, 7, 3, 2]
[4, 6, 5, 1, 2, 3, 7, 9, 10, 8]
[4, 6, 5, 1, 8, 10, 9, 7, 3, 2]
[6, 4, 2, 5, 1, 8, 10, 9, 7, 3]
[4, 6, 1, 5, 2, 8, 10, 9, 7, 3]
[4, 6, 2, 5, 1, 3, 7, 9, 10, 8]
[4, 6, 2, 5, 1, 8, 10, 9, 7, 3]
[6, 4, 1, 2, 5, 8, 10, 9, 7, 3]
[1, 4, 6, 5, 2, 8, 10, 9, 7, 3]
[1, 4, 6, 2, 5, 3, 7, 9, 10, 8]
[1, 4, 6, 2, 5, 8, 10, 9, 7, 3]
[4, 1, 2, 5, 6, 8, 10, 9, 7, 3]
[1, 4, 5, 2, 6, 8, 10, 9, 7, 3]
[1, 4, 2, 5, 3, 7, 9, 10, 8, 6]
[1, 4, 2, 5, 6, 8, 10, 9, 7, 3]
